Id,SalePrice
1461,12381.4052734375
1462,12420.15625
1463,16457.71484375
1464,17111.716796875
1465,14857.095703125
1466,16394.44140625
1467,15811.873046875
1468,16013.9482421875
1469,16080.267578125
1470,12764.9833984375
1471,15700.955078125
1472,11805.5625
1473,12113.93359375
1474,13872.9638671875
1475,11039.3994140625
1476,20903.177734375
1477,18646.38671875
1478,19936.357421875
1479,19264.98828125
1480,25116.359375
1481,20784.126953125
1482,16479.265625
1483,16341.6640625
1484,15130.8642578125
1485,16220.22265625
1486,16911.10546875
1487,20144.486328125
1488,18528.552734375
1489,16224.46875
1490,17443.833984375
1491,17050.689453125
1492,10381.1904296875
1493,14817.5126953125
1494,19318.662109375
1495,19692.232421875
1496,16342.509765625
1497,14936.328125
1498,14218.654296875
1499,14217.8427734375
1500,14663.556640625
1501,16466.919921875
1502,14292.8837890625
1503,18633.4609375
1504,18332.21875
1505,18030.1640625
1506,16760.873046875
1507,18968.494140625
1508,16762.447265625
1509,14948.1484375
1510,15246.138671875
1511,13591.228515625
1512,15777.796875
1513,14371.2158203125
1514,14870.09765625
1515,16700.103515625
1516,14287.0029296875
1517,13738.955078125
1518,14150.66015625
1519,18136.427734375
1520,12679.75390625
1521,12993.6611328125
1522,16168.228515625
1523,11514.013671875
1524,10934.6728515625
1525,11813.6201171875
1526,11640.89453125
1527,12003.0419921875
1528,12613.806640625
1529,13292.6416015625
1530,15757.04296875
1531,12912.4384765625
1532,10092.048828125
1533,12436.7138671875
1534,11594.1494140625
1535,13557.5625
1536,11009.091796875
1537,10720.4140625
1538,12905.7578125
1539,14928.205078125
1540,11778.98828125
1541,13416.791015625
1542,12924.52734375
1543,14033.8125
1544,9314.3564453125
1545,10316.78125
1546,13173.5849609375
1547,12549.591796875
1548,12108.134765625
1549,12181.173828125
1550,13083.1162109375
1551,11125.8515625
1552,12832.240234375
1553,12839.474609375
1554,10638.5458984375
1555,15912.806640625
1556,9462.283203125
1557,9894.279296875
1558,10315.79296875
1559,10303.1572265625
1560,11464.1005859375
1561,13528.4794921875
1562,12401.919921875
1563,12340.798828125
1564,14872.6396484375
1565,14530.73046875
1566,16807.951171875
1567,10958.939453125
1568,18103.154296875
1569,13620.3330078125
1570,13214.736328125
1571,12129.9970703125
1572,13411.59375
1573,16418.81640625
1574,14008.3310546875
1575,16875.40625
1576,18933.267578125
1577,16191.947265625
1578,13352.359375
1579,13621.4599609375
1580,16870.228515625
1581,13301.1923828125
1582,13103.6484375
1583,20806.951171875
1584,18470.095703125
1585,13943.2802734375
1586,9103.51171875
1587,10713.6005859375
1588,12985.98046875
1589,11666.0986328125
1590,13194.8408203125
1591,10454.5263671875
1592,12881.2744140625
1593,12174.2490234375
1594,10749.2763671875
1595,12440.2255859375
1596,16166.412109375
1597,15998.943359375
1598,16000.7578125
1599,13792.642578125
1600,14703.6640625
1601,8505.3125
1602,11474.77734375
1603,8220.2880859375
1604,16849.158203125
1605,18852.94921875
1606,15138.5146484375
1607,16485.447265625
1608,18028.623046875
1609,15811.744140625
1610,15236.5185546875
1611,14523.525390625
1612,16418.46484375
1613,16972.650390625
1614,11619.40625
1615,10088.9609375
1616,10027.4248046875
1617,10760.61328125
1618,12170.263671875
1619,13355.3955078125
1620,17431.287109375
1621,14039.068359375
1622,13534.958984375
1623,17554.794921875
1624,18102.337890625
1625,12132.869140625
1626,16954.294921875
1627,17061.646484375
1628,19417.876953125
1629,15661.0556640625
1630,19073.291015625
1631,16159.751953125
1632,16622.3046875
1633,15596.208984375
1634,16892.697265625
1635,16193.46484375
1636,15601.580078125
1637,17051.080078125
1638,17364.271484375
1639,16941.72265625
1640,18460.865234375
1641,16357.0224609375
1642,17089.83203125
1643,17305.904296875
1644,17410.875
1645,16558.568359375
1646,15197.9443359375
1647,15167.55859375
1648,13806.58984375
1649,13581.5810546875
1650,13509.330078125
1651,13324.6259765625
1652,11982.1044921875
1653,11519.2978515625
1654,14168.654296875
1655,12405.8076171875
1656,13864.3896484375
1657,14238.2109375
1658,14041.146484375
1659,11711.6201171875
1660,14367.0
1661,23925.201171875
1662,21141.740234375
1663,21218.357421875
1664,23468.041015625
1665,20224.646484375
1666,20665.845703125
1667,21027.048828125
1668,20023.376953125
1669,18650.244140625
1670,20332.05859375
1671,19758.615234375
1672,23256.337890625
1673,20603.77734375
1674,19233.470703125
1675,16406.669921875
1676,16014.9248046875
1677,17259.841796875
1678,23148.40625
1679,21879.150390625
1680,18715.884765625
1681,17474.822265625
1682,20799.357421875
1683,16499.51953125
1684,16406.265625
1685,16152.33203125
1686,15375.435546875
1687,15327.658203125
1688,17174.900390625
1689,17056.517578125
1690,17050.408203125
1691,16656.470703125
1692,18520.865234375
1693,14831.4482421875
1694,16286.158203125
1695,15398.80078125
1696,19204.369140625
1697,15443.88671875
1698,21823.416015625
1699,19384.974609375
1700,18479.1015625
1701,19457.486328125
1702,19162.998046875
1703,19540.216796875
1704,19588.412109375
1705,18087.076171875
1706,21965.44921875
1707,16905.560546875
1708,17316.521484375
1709,19893.0546875
1710,17704.3359375
1711,19010.880859375
1712,19025.625
1713,19289.07421875
1714,16987.921875
1715,16479.58203125
1716,16419.412109375
1717,16027.5712890625
1718,13377.142578125
1719,17160.435546875
1720,17361.083984375
1721,16117.3203125
1722,13141.8291015625
1723,15591.732421875
1724,17277.98828125
1725,17757.228515625
1726,15603.5439453125
1727,14453.8984375
1728,15503.8349609375
1729,14973.650390625
1730,13752.7353515625
1731,12301.56640625
1732,14009.318359375
1733,12178.888671875
1734,12544.884765625
1735,12472.2626953125
1736,11468.193359375
1737,19402.25390625
1738,17382.162109375
1739,18924.751953125
1740,17785.451171875
1741,16206.5400390625
1742,15235.77734375
1743,15414.701171875
1744,18397.359375
1745,16210.029296875
1746,15912.978515625
1747,17078.259765625
1748,17808.12109375
1749,14972.060546875
1750,13643.0341796875
1751,18597.986328125
1752,11664.59765625
1753,15179.9541015625
1754,17316.69140625
1755,15238.94140625
1756,13587.0556640625
1757,11713.935546875
1758,14707.845703125
1759,15024.0546875
1760,15527.1689453125
1761,15855.97265625
1762,14874.224609375
1763,14917.28515625
1764,11700.09765625
1765,14031.115234375
1766,15849.1376953125
1767,17375.103515625
1768,13312.751953125
1769,14693.30859375
1770,13823.5537109375
1771,11883.83984375
1772,12565.28125
1773,13079.67578125
1774,15721.091796875
1775,12287.509765625
1776,12182.775390625
1777,11040.130859375
1778,12341.62890625
1779,11477.23828125
1780,14120.365234375
1781,12327.435546875
1782,10821.8623046875
1783,13926.00390625
1784,10273.490234375
1785,11915.736328125
1786,13903.9912109375
1787,14149.119140625
1788,8677.0625
1789,11322.337890625
1790,10798.302734375
1791,18572.6953125
1792,14295.9189453125
1793,13217.26171875
1794,13499.974609375
1795,12569.1630859375
1796,11053.306640625
1797,13370.17578125
1798,11838.130859375
1799,10886.669921875
1800,11837.9794921875
1801,13492.533203125
1802,14252.025390625
1803,15231.802734375
1804,13237.9765625
1805,13210.046875
1806,11497.48828125
1807,12798.591796875
1808,12766.7783203125
1809,11527.015625
1810,13150.44921875
1811,9080.341796875
1812,9994.9794921875
1813,11699.033203125
1814,9974.390625
1815,7975.61767578125
1816,9742.16015625
1817,12599.09765625
1818,12899.154296875
1819,11878.7734375
1820,9555.044921875
1821,10520.0576171875
1822,13524.7880859375
1823,7926.82421875
1824,12482.3525390625
1825,12827.556640625
1826,10656.6845703125
1827,11031.2177734375
1828,12676.673828125
1829,13952.603515625
1830,12897.5947265625
1831,12782.447265625
1832,12002.8759765625
1833,12536.6328125
1834,11242.7646484375
1835,12833.5361328125
1836,11277.4482421875
1837,9159.09375
1838,10123.9453125
1839,9881.5986328125
1840,13661.4482421875
1841,12555.21484375
1842,11264.2568359375
1843,14642.98828125
